id,hotel_id,date,national_id,negative_review,positive_review,score,trip_type,guests_composition_id,room_type_id,vacation_length
159,2,3/22/2017,200,No Negative, The quality of the hotel was brilliant and even though it was under renovation there was no disruption or noise The location of the hotel is far enough away from the centre of the city that it did not feel like a tourist trap and it is also situated in a fantastic park near some great bars and restaurants I cannot fault the staff facilities or the price and would highly recommend this to anyone ,10, Leisure trip,2,4,2
160,2,3/20/2017,200, The bar was shut when I got back at midnight which seemed quite early for a hotel bar on a Saturday night in a city like Amsterdam , My room was upgraded because they are doing renovations in part of the building The room I was given was enormous and very comfortable I wish I had been staying for a week not just one night ,9.6, Leisure trip,1,4,1
161,2,2/20/2017,200,No Negative, The hotel is lovely and the staff were amazing They even sorted out booking a meal and taxi for me when I emailed them about this when I first booked online This was such a good idea as we found out after that it was one of the best in town It is set in a park and just looks amazing from the outside and inside is top draw too I would highly recommend ,10, Leisure trip,2,4,3
162,2,2/17/2017,200, there was construction work going on in the hotel which i was not expecting and would like to have known about in advance the bar staff we not keen to serve use when we arrived late from the airport at 11 30pm despite at check in being told the bar was open until 12 mid night , location in the park Cool interior design comfy bed ,7.1, Business trip,1,4,1
163,2,1/27/2017,200, Soundproofing was poor could hear everything from outside our room and woke one morning thinking someone had come into our room as sound was so clear Service and food in the restaurant was awful at dinner so we didn t eat there again , I d booked the trip as a surprise for my partners birthday We got a free room upgrade upon arrival and balloons delivery to the room by the front of house staff to wish him a happy birthday Great staff very welcoming friendly and helpful Lovely room very comfy bed ,8.3, Leisure trip,2,4,3
164,2,12/14/2016,200, upgraded on arrival very good but unfortunately lovely room had a smell of cigarettes mixed with perfume so changed room next room in attic annexe very cold offered a heater but asked to change again back to regular sized room perfectly adequate as on my own and comfortable but bothered by traffic noise from main road outside , breakfast on first day bacon ran out new batch was undercooked and not very hot limited choice of cereal and bread next day much improved more cereal yogurt and cooked tomatoes added ,6.3, Leisure trip,1,4,2
165,2,12/12/2016,200, The hotel is undergoing massive construction with workers all around and this was not indicated at the time of booking We had a rodent in the room one night due to the disturbance of construction , The location on the park is excellent and very peaceful The restaurant cafe in the lobby is a wonderful environment and they make excellent coffee ,7.1, Leisure trip,2,3,3
166,2,12/10/2016,200,No Negative, Hotel was really nice staff were very friendly and helpful I requested a split level room which they gave me when I arrived The room it self was extremely nice and clean and the bed was very comfy The hotel is not in the centre however is a walkable distance or easily got to by the Metro Would definitely recommend this hotel and will be returning ,9.2, Leisure trip,2,4,2
167,2,10/12/2016,200, In a terrible state with builders everywhere We had to wait to get into our room as the conference event builders were blocking the door Our room that we were told was new was in a poor state of repair , Good location Cheap ,5, Business trip,2,4,1
168,2,07/05/2016,200,No Negative, Architecturally the building is terrific you can feel the history of the place which just isn t there with purpose built chain hotels The Arena has the look and feel of a boutique hotel lushly decorated wrought iron work on staircases chandeliers the up lighting and high windows and ceilings gives a great sense of space Location is fab in the green space of Oosterpark but only a ten min walk to the City Halls The rooms are quirky with a small footprint THe ground level has a closet small sofa WC and shower fridge table and chair with the huge bed on a mezzanine level There s a tv on each level ,10, Leisure trip,2,4,2
169,2,6/27/2016,200, I wouldnt be able to recommend my grandparents as there are stairs in our room i also dont remember reading that there are stairs in the room although its fine for us as we are only 20 , food recommendations were brilliant,9.2, Leisure trip,2,4,3
170,2,5/28/2016,200, Our suite on the 3 floor was beautiful but our mattress probably old was slumping in the middle The staff could not provide a board to put under to make it better and at the time there was no other suite available though smaller rooms were offered For the price you would have expected at least a comfortable bed, this beautiful building has huge potential but you get the feeling that while the extention work is going on the hotel is less of a priority It is starting to look frayed at the edges But there is a good and funky atmosphere and the breakfast was very good The location was also perfect for us as we were visiting relatives nearby and it is also a quite airy part of amsterdam ,7.5, Leisure trip,2,1,3
